business_id,name,address,city,latitude,longitude,stars,review_count,categories
sQWOLxrjQ_6MPUcmL5ylaA,Queen's Pizza & Restaurant,1834 N Belcher Rd,Clearwater,27.987779,-82.747163,3.5,82,"Pizza, Restaurants, Food Delivery Services, Italian, Diners, Greek, Food"
DWvUksyr2wlNiEu0MfYLuA,Ozona Pizza,404 Orange St,Palm Harbor,28.0705747,-82.7759921,3.5,123,"Restaurants, Pizza, Vegan, Desserts, Food, Gluten-Free"
2GVL6t0Jk7gLUFqno2CHdA,Domino's Pizza,2659 Ulmerton Rd,Clearwater,27.8944693,-82.6695438,2.5,30,"Sandwiches, Pizza, Restaurants, Chicken Wings"
oeXswr8qA-wOZ3_ys_mIAQ,Players Sports Pub,4500 W Cypress St,Tampa,27.951801,-82.521458,3.0,94,"Food, Beer, Wine & Spirits, Sports Bars, Restaurants, Nightlife, Burgers, Bars, Pizza"
Hs5p15j2XBXoaPYFcKg32g,Al & Stella Authentic Italian Restaurant & Pizzeria -Water Front,"1261 Gulf Blvd, Ste 110",Clearwater Beach,27.9518905,-82.8297283,3.5,99,"Specialty Food, Italian, Mediterranean, Restaurants, Pizza, Food"
SAuPwpl76bW9t1hDSnhQLQ,Papa John's Pizza,3700 Ulmerton Rd.,Clearwater,27.893203,-82.684245,2.0,22,"Pizza, Restaurants"
emKtu_pZ-Oij9dXra8tXYg,Oak & Stone - St. Petersburg,199 Central Ave,Saint Petersburg,27.7714049493,-82.6352905101,4.0,447,"Restaurants, Bars, Beer Bar, American (Traditional), Pizza, Nightlife"
-V60XTbkUWtimOw5qTzozw,Domino's Pizza,6511 4th St N,St Petersburg,27.8319781,-82.6382788,2.5,31,"Restaurants, Pizza, Sandwiches, Chicken Wings"
5VXNaz9oK9Pxykc1_hV-Og,Hungry Howie's Pizza & Subs,2501 State Rd 60 E,Valrico,27.937149,-82.2442334548,3.5,17,"Sandwiches, Pizza, Italian, Chicken Wings, Restaurants"
szGhcaEt0n417qIlQCzcYQ,Pizza Hut,"2519 Mcmullen Booth Rd, Ste 501",Clearwater,28.0125847667,-82.7076364907,2.0,13,"Restaurants, Pizza, Italian, Fast Food, Chicken Wings"
YTuvqfE-3mPb2TtzmiY8Pw,PJs Brick Oven Pizza - Spring Hill,2144 Mariner Blvd,Spring Hill,28.4632586248,-82.5404441357,3.5,79,"Pizza, Food Delivery Services, Restaurants, Specialty Food, Salad, Pasta Shops, Food"
mhXwuwa0gUXe_F4w1NMF4w,Sally O' Neal's Pizza Hotline,1319 S Howard Ave,Tampa,27.9289873,-82.4835461,4.0,225,"Food, Restaurants, Desserts, Salad, Gluten-Free, Pizza, Italian"
pKAWS_PiZub_PpFot6VrVw,Rossi Ristorante Italiano,7254 State Road 54,New Port Richey,28.216073,-82.694123,4.0,152,"Italian, Event Planning & Services, Restaurants, Seafood, Pizza, Caterers"
Q6K5tpwqOzeewDw5ePlqbw,Post Corner Pizza & Restaurant,431 S Gulfview Blvd,Clearwater Beach,27.970123,-82.829587,3.5,290,"Restaurants, Pizza, Seafood, Greek"
goOy6UGoJomIvhxY7Pfrdg,Jet's Pizza,1350 Main St,Dunedin,28.019801,-82.7697023,4.0,37,"Restaurants, Food Delivery Services, Pizza, Sandwiches, Salad, Food, Italian"
gB1s0hriUgVjenK4uK4a9Q,Bosco's Italian To Go,30122 State Rd 54,Wesley Chapel,28.239987,-82.317939,3.5,42,"Restaurants, Pizza, Italian"
ZdfpKBhZTjgAu17HHf-bBQ,South Tampa Pizza,3841 W Kennedy Blvd,Tampa,27.945195,-82.5075478,3.5,7,"Food Delivery Services, Food, Restaurants, Pizza"
uKG6cNb1nE2nOLz0FUAEmQ,Grande Pizza,13355 Belcher Rd S,Largo,27.8935506115,-82.7452698665,2.0,19,"Restaurants, Food, Pizza"
apkyjkqnTF9hIpExAHutug,Big Joe's Pasta House,509 Alt 19,Palm Harbor,28.0720743767,-82.7677831426,3.5,26,"Bars, Nightlife, Pizza, Restaurants, Italian"
W88TGPXccCsYPiLSTDjrLQ,AirHeads Trampoline Arena - Tampa,5072 W Linebaugh Ave,Tampa,28.038353999999998,-82.530523,3.5,90,"Event Planning & Services, Recreation Centers, Trampoline Parks, Venues & Event Spaces, Restaurants, Active Life, American (Traditional), Party & Event Planning, Pizza, Arcades, Arts & Entertainment"
-Xey06RuVLCqClXwirk2yQ,Taco Bell,706 Martin Luther King Jr. Blvd.  W,Seffner,27.9810883978,-82.2871126592,1.5,19,"Fast Food, Restaurants, Mexican, Tex-Mex"
NQzJ03JJIQKmBotWROmvcw,Antonietti Pizzeria,"7200 Ridge Rd, Unit 9",Port Richey,28.2800880517,-82.6954250809,4.0,49,"Food Delivery Services, Pizza, Food, Italian, Restaurants"
mcb8blqo4lWVl91Mrp80uQ,Hungry Howie's Pizza & Subs,15441 N Dale Mabry,Tampa,28.0909071,-82.5025914,3.0,16,"Italian, Restaurants, Chicken Wings, Sandwiches, Pizza"
yLR9D46lEoidHWKz8vG00A,Domino's Pizza,5480 E Busch Blvd,Temple Terrace,28.0338885,-82.3945397,2.5,10,"Pizza, Restaurants, Chicken Wings, Sandwiches"
vLpAUDjttjjBs3vMXvC8oA,Taco Bell,13709 Walsingham Rd,Largo,27.880723,-82.828557,1.5,27,"Restaurants, Mexican, Fast Food, Tex-Mex, Tacos, Breakfast & Brunch"
KH9ghKDytIlUwlkEioqreg,Nabruzzi Trattoria,6062 Van Dyke Rd,Lutz,28.1276495,-82.5414392,4.5,398,"Restaurants, Event Planning & Services, Bars, Caterers, Venues & Event Spaces, Italian, Pizza, Wine Bars, Nightlife"
P-6fBDO8vuWByaBMdeIumA,New World Brewery,810 E Skagway Ave,Tampa,28.0324123,-82.4524689,5.0,32,"Bars, Pizza, Nightlife, Restaurants, Arts & Entertainment, Music Venues"
8-zp6Ni8z3o-ISj3zwZ1Zw,Taco Bell,904 Bloomingdale Rd,Brandon,27.89316,-82.27133,2.0,20,"Restaurants, Mexican, Tacos, Fast Food, Breakfast & Brunch, Tex-Mex"
O9fkA5y9LF01rj9NpUvd_A,Hungry Howie's Pizza & Subs,16517 Fish Hawk Blvd,Lithia,27.85537,-82.2042643,3.0,14,"Sandwiches, Chicken Wings, Restaurants, Pizza, Italian"
TcpWC0M3N5NQux9xo2mlfA,Taco Bell,16581 Fishhawk Blvd.,Lithia,27.859362,-82.203607,2.5,11,"Tex-Mex, Tacos, Restaurants, Breakfast & Brunch, Fast Food, Mexican"
KNRIoLK8gaj1MlSVvyVBKA,Mark Anthony Pizza,2165 Mariner Blvd,Spring Hill,28.4641565,-82.5417597,4.5,31,"Pizza, Restaurants"
u-pogbWQ-Hwl6qTQjVIAOQ,Pizza@ Tyrone Square,6901 22nd Ave N,Saint Petersburg,27.7930227176,-82.7337251231,4.5,32,"Pizza, Restaurants, Fast Food"
tU0uMHVgRaT5myfJd1u_sw,Little Caesar's Pizza,10835 102nd Ave,Seminole,27.865845,-82.788711,3.5,9,"Restaurants, Pizza, Fast Food"
mkrigi1WWh3sKEFhvzktrQ,Domino's Pizza,"13220 Starkey Rd, Ste 100",Largo,27.8930206,-82.7632831,3.0,17,"Pizza, Restaurants, Chicken Wings, Sandwiches"
xpSh0Tnbed2K5JevEIvtjg,Capogna's Dugout,1653 Gulf To Bay Blvd,Clearwater,27.9595987,-82.7686445,3.5,95,"Bars, Restaurants, Pizza, Nightlife, Sports Bars, Italian"
nPAHRlw64K0svlqNSLrTXw,Jet's Pizza,14624 N Dale Mabry Hwy,Tampa,28.0812459592,-82.5072170224,4.0,79,"Chicken Wings, Pizza, Sandwiches, Food, Restaurants, Salad, Food Delivery Services, Italian"
-bfRBexMAHt3p8wR4E2a3w,Westshore Pizza - Largo - East Bay,"3690 Eastbay Dr, Ste W,X",Largo,27.9174911188,-82.7485044523,3.5,50,"Restaurants, Sandwiches, Pizza, Cheesesteaks"
sCbv0Dq62IXCMOCK8si3Xg,Two Cousins Pizzeria,9277 Seminole Blvd,Seminole,27.8571294509,-82.7866521478,4.0,37,"Restaurants, Comfort Food, Salad, Italian, Pizza"
0d1dpaZqcm7litFOJl7atA,Noble Crust,8300 4th St N,St. Petersburg,27.847898,-82.639001,4.5,1259,"Breakfast & Brunch, Pizza, Southern, Italian, Nightlife, Bars, Restaurants, American (Traditional)"
JGrxQyrKjdwpJH_1WeMbLg,Hungry Howie's Pizza & Subs,5317 E Fletcher Ave,Tampa,28.0686789,-82.394233,4.0,8,"Restaurants, Chicken Wings, Italian, Pizza"
3KH2LcyjjA976D4sfNc55w,Piper's Scratch Pizza Shop,34940 US Hwy 19 N,Palm Harbor,28.0896442182,-82.7407195115,5.0,51,"Restaurants, Pizza, Salad, Sandwiches"
ArWwyAOWE33erx8u1Xv1kg,Papa John's Pizza,3517 Bell Shoals Rd,Valrico,27.8905894,-82.2683019,2.5,13,"Pizza, Restaurants"
_HKyMHj1n-2ffYJATwznrA,Pizza Villa,21501 Village Lakes Shopping Ctr Dr,Land O Lakes,28.1909186471,-82.4606523092,2.5,102,"Greek, Italian, Pizza, Restaurants"
2AVA3WSH76LXCCBEzSKNqQ,Fishhawk Pizza,15260 Fishhawk Blvd,Lithia,27.853062982,-82.2298919999,3.5,112,"Pizza, Restaurants, Food, American (New)"
EDSqeUjhDwB8VMnIng-Q-A,Pizza Hut,"902 W Busch Blvd, Ste 110",Tampa,28.032999,-82.468687,1.5,19,"Italian, Pizza, Restaurants, Chicken Wings, Fast Food"
cJRCXPohh_pc_bz-25ibNw,Westshore Pizza,10309 Causeway Blvd,Brandon,27.9223724,-82.3392124,3.0,34,"Pizza, Restaurants"
I_1GURBE73oKkPHNCvCCiQ,Pizza Mania,1734 Bruce B Downs Blvd,Wesley Chapel,28.1824915,-82.3508896,4.0,145,"Pizza, Restaurants"
eR7ieJD12PUzsYrP8fw6rQ,BJ's Restaurant & Brewhouse,3800 Park Blvd N,Pinellas Park,27.838758,-82.68628,3.5,366,"Breweries, Food, Pizza, American (New), Restaurants"
_8XdNPiCJmrbehZr5nRyfA,Taco Bell,2456 McMullen Booth Rd,Clearwater,28.00996,-82.70894,3.0,20,"Restaurants, Tex-Mex, Tacos, Mexican, Fast Food, Breakfast & Brunch"
xEvV6_CSA9pJAVK0i9UDWg,Forbici Modern Italian,1633 W Snow Ave,Tampa,27.935777,-82.4766718,4.0,342,"Bars, Pizza, Restaurants, Italian, Nightlife"
Has3V-uMpMwkGWOyN2H12Q,Mario's NY Pizza,"3993 Tyrone Blvd N, Ste 400",Saint Petersburg,27.809708,-82.75185,4.0,45,"Restaurants, Pizza"
KH5-_-Mr20Y0AUXxk4VelQ,Palazzo Pizza,1818 W Platt Street Tampa,Tampa,27.9417187,-82.4786757,4.0,28,"Restaurants, Pizza"
gIWRA1Uu7E80hMwuWFrGbw,Taco Bell,11118 Bloomingdale Ave,Riverview,27.893825,-82.318256,1.5,32,"Restaurants, Mexican, Tacos, Breakfast & Brunch, Tex-Mex, Fast Food"
z1G0VhnbKg83MT6wVrd_pQ,Pizza Shack Italian Grille,11963 Indian Rocks Rd,Largo,27.8823804,-82.831938,3.5,86,"Italian, Restaurants, Pizza"
AHfXTupIMD01u8HtlE9BsQ,Hoagie Heaven,10203 E US Hwy 92,Tampa,27.995857,-82.332013,4.0,15,"Pizza, Italian, Diners, Restaurants"
RXL3PtKjo8GYuEsL9uQ9fw,Taco Bell,1648 S. Missouri Avenue,Clearwater,27.93705,-82.78766,1.5,12,"Fast Food, Tex-Mex, Restaurants, Tacos, Mexican"
ymAHcnwH8Mjpin25UO-RkA,Hungry Howie's Pizza & Subs,3856 Sun City Center Blvd,Ruskin,27.7130842,-82.3727247,3.0,23,"Chicken Wings, Pizza, Italian, Restaurants, Sandwiches"
4CmLe8tGT5fIYHOaAsb3-g,California Pizza Kitchen at International Plaza,"2223 N West Shore Blvd, Space 189",Tampa,27.963903,-82.521648,4.0,206,"Restaurants, American (New), Pizza, Salad, American (Traditional)"
sJmqrVw2Q8g2UcCu7LY7TA,Joia Fabulous Pizza & Martini Bar,10475 Gibsonton Dr,Riverview,27.8547046,-82.3281056,3.5,180,"Nightlife, Restaurants, Food, Pizza, Bars, Seafood"
eBHWD0OU9vBwawjId5Oo1A,Brandon Italian Express,9017 E Adamo Dr,Tampa,27.9489075,-82.3548117,1.5,18,"Pizza, Italian, Restaurants"
CaVRUFmRji59rQUmaAbOhQ,Taco Bell,11818 U.S. Highway 19,Port Richey,28.32928,-82.69859,2.5,9,"Tex-Mex, Fast Food, Restaurants, Tacos, Mexican"
If0sL5DNvKdtU4mLli1aig,Pizza Hut,10171 Big Bend Rd,Riverview,27.7911218,-82.3426337,1.5,11,"Restaurants, Chicken Wings, Fast Food, Pizza"
zxqCNze-DDqEZIYrEMJLxg,Anthony's Deli Warehouse,1435 Clearwater Largo Rd N,Largo,27.9296331,-82.7962418,5.0,44,"Greek, Restaurants, Italian, Pizza, Delis, Food, Bakeries"
S6ix_JnnUAv3k1quNE1GlA,A' Amor'e Pizzeria Grill & Pub,9700 66th St N,Pinellas Park,27.8603393559,-82.729034407,3.5,30,"Nightlife, Restaurants, Pizza, Sandwiches, Pubs, Bars"
aVkwfRuU3tbLGyv1SYrAEw,Pizza Hut,1602 N Missouri Ave,Largo,27.9316094131,-82.7869867533,1.5,17,"Restaurants, Pizza, Chicken Wings, Italian, Fast Food"
7hPD8P9LLMEfvnCt04-hyg,A & A Pizza,13800 Little Rd,Hudson,28.357835123,-82.6647799024,4.5,12,"Italian, Chicken Wings, Salad, Sandwiches, Restaurants, Pizza"
88I_hsGjDXPs9uQKrGwq8Q,Taco Bell,1824 Gulf To Bay Blvd,Clearwater,27.96076,-82.761871,2.0,29,"Restaurants, Tex-Mex, Fast Food, Breakfast & Brunch, Tacos, Mexican"
m8oP_0XLWh6YaLDGPGiaKg,Original Pizza,19525 Gulf Blvd,Indian Shores,27.8526566858,-82.8449979646,4.0,173,"Restaurants, Italian, Pizza"
qE4HLK7Djz943V5OWWHrwA,Astra Pizza,2915 16th St N,St Petersburg,27.7987436,-82.654758,4.0,65,"Pizza, Restaurants, Sandwiches, Italian"
DxzL49yhgQ2CxZvmcXV_YA,Cali - South Tampa,217 S Dale Mabry Hwy,Tampa,27.9424589,-82.5061735,4.5,224,"Food, American (New), Restaurants, Pizza, Coffee & Tea, Breakfast & Brunch, American (Traditional), Vegetarian"
uwVsjotoIE21G78LKwLXDA,Oronzo Italian,18027 Highwoods Preserve Pkwy,Tampa,28.1302388,-82.3677341,4.5,110,"Salad, Soup, Italian, Restaurants, Pizza"
twCTg_f4zYakb_Pc_bX4VA,Taco Bell,3886 Sun City Center,Ruskin,27.7126985797,-82.3706770097,3.5,18,"Restaurants, Mexican, Fast Food, Breakfast & Brunch, Tacos, Tex-Mex"
2gU9yeltIoXUXQQ3ociVlQ,Ceparano's New York Style Pizza,12350 County Line Rd,Hudson,28.4334903563,-82.6103621136,3.5,47,"Soup, Desserts, Food, Restaurants, Pizza"
yYnp7uLBt-PPyG2elubezg,Lagerhaus Brewery & Grill,3438 E Lake Business,Palm Harbor,28.0614149846,-82.7072238922,3.5,155,"Beer, Wine & Spirits, Food, Breweries, Pizza, Restaurants, German"
ppWw8pfPA8X5iqZHE7IHUw,Coconut Charlie's Beach Bar & Grill,6100 Gulf Blvd,St Pete Beach,27.7327241835,-82.7468467531,3.5,33,"Music Venues, Arts & Entertainment, Restaurants, Tiki Bars, Pizza, Bars, American (New), Nightlife, Mexican, Tacos, Seafood, Breakfast & Brunch"
4fWZOQIuv-90cqEEWrWhSw,Papa John's Pizza,3425 West Kennedy Boulevard,Tampa,27.9451095,-82.500544,3.0,29,"Restaurants, Pizza"
jwFOjCySd1YdFdPSk538xA,Pomodoro Pizza,"27607 State Road 56, Ste 105",Wesley Chapel,28.1864331,-82.359882,4.0,86,"Restaurants, Pizza, Italian, Seafood"
zsK7Vz3PKnmwZrjYdMEmjQ,Hungry Howie's Pizza & Subs,5440 Gall Blvd,Zephyrhills,28.237398,-82.183072,3.0,13,"Italian, Chicken Wings, Restaurants, Sandwiches, Pizza"
ovO8wVp7Sh5k30TnB--rHA,Taco Bell,5210 34th Street South,Saint Petersburg,27.720962,-82.679265,2.5,24,"Fast Food, Breakfast & Brunch, Restaurants, Tex-Mex, Mexican, Tacos"
ec0MU8FMDBRM6pLaYbWZBg,MOD Pizza,2227 Sun Vista Dr,Lutz,28.190794,-82.395553,4.0,123,"Pizza, Fast Food, Restaurants"
qERffqCXStsTtPvOKGy5BA,Westshore Pizza,1969 Drew St,Clearwater,27.9676412,-82.755518,2.5,33,"Pizza, Restaurants"
X40VhB9EjukMLVBlOIqKBQ,Vito & Michael's Pizzeria,7704 Blind Pass Rd,Saint Pete Beach,27.7443031,-82.7518349,4.0,203,"Italian, Restaurants, Pizza"
YNKGDscQjYLtx9V1IxrfCA,Tampa Taco,2745 W Chestnut St,Tampa,27.9588042,-82.4889827729,5.0,5,"Food, Pizza, Japanese, Ramen, Tacos, Restaurants, Mexican"
K-YkmLFOeFe9mL4-XSvagA,Spartan Van Lines,"2120 Sunnydale Blvd, Ste B",Clearwater,27.987272,-82.749688,1.5,17,"Restaurants, Home Organization, Movers, Pizza, Self Storage, Home Services, Local Services"
c-SkUPd0MKdtshiZL33Xnw,Taco Bell,2575 E. Hillsborough Ave,Tampa,27.9958634,-82.4309351,1.0,7,"Breakfast & Brunch, Fast Food, Restaurants, Tacos, Mexican"
q28kY8Jvg52opM0902ygVw,Westshore Pizza,2989 W Bay Dr,Belleair Bluffs,27.9174,-82.820173,2.5,87,"Cheesesteaks, Restaurants, Pizza, Italian, Sandwiches"
JIo1b0tAwoMQxbjvBXc_zw,Blaze Pizza,"3194 Word Way, The Village at Mitchell Ranch",Trinity,28.204458,-82.666625,4.0,49,"Pizza, Salad, Restaurants, Fast Food"
JjLueawSSW__k1yxuJMpZQ,Taco Bell,2921 E Busch Blvd,Tampa,28.032762,-82.426866,2.5,15,"Restaurants, Breakfast & Brunch, Mexican, Tex-Mex, Tacos, Fast Food"
oHKDFtZMHGSAF48O5sny0Q,Papa John's Pizza,1543 S Parsons Ave,Seffner,27.9830017,-82.2865483,3.0,17,"Restaurants, Pizza"
j5KFS-_BuDetlZ7-QqMpyA,Villa Italia Pizzeria,131 Clearwater Largo Rd N,Largo,27.9184676827,-82.7967462732,5.0,9,"Chicken Wings, Salad, Restaurants, Pizza"
Xc68WCUnfouCMPTY6oEQfg,Mike's Pizza & Deli Station,13560 49th St N,Clearwater,27.8950439396,-82.7008313615,3.5,112,"Delis, Restaurants, Pizza"
54JG4umyJ-McjzO2o7yyQw,Paisano's Pizza N Pasta,6000 4th St N,Saint Petersburg,27.826399,-82.6391012,3.5,149,"Restaurants, Nightlife, Bars, Pizza, Italian"
d73Cf2TYRPsweXCxeK7WQw,Olde Town Pizzeria,115 W Bloomingdale Ave,Brandon,27.8929776,-82.2868847,3.5,141,"Italian, Restaurants, Pizza"
ZVPR6H9XFa4C1yK3KzT0IQ,Pizza Famiglia,1402 E Fletcher Ave,Tampa,28.0696467,-82.444378,3.0,63,"Restaurants, Pizza"
l3KAtCq9JPEpzU_vyxqokw,Three Brothers Pizza,17773 Gunn Hwy,Odessa,28.12983,-82.5746,4.5,216,"Food, Italian, Wraps, Sandwiches, Pizza, Restaurants, Food Delivery Services, Breakfast & Brunch"
STN86leLu3uR-4OLzi_xPA,Gondolier Italian Restaurant and Pizza,674 S Gulfview Blvd,Clearwater,27.9667959,-82.8244885,4.0,466,"Italian, Restaurants, Pizza"
0171xkyBr0rxKRGVIBGmeQ,Milano's Pizza & Central Deli,660 Central Ave,St. Petersburg,27.7711466,-82.6428007,2.0,10,"Restaurants, American (Traditional), Pizza"
J1XdgoK5-wabYDTGKAIzCQ,Joey Brooklyn's Famous Pizza Kitchen,210 1st Ave N,Saint Petersburg,27.771945,-82.6358835,4.0,272,"Sandwiches, Pizza, Restaurants, Salad"
05dUFDFPr4St3SOi5t3fiA,Little Caesars Pizza,6923 Ridge Rd,Port Richey,28.281019,-82.6997843,2.5,10,"Pizza, Restaurants"
l1WzqHQhNznoJ8zdadaRGw,Italian Express,9070 Adamo Dr,Tampa,27.952294,-82.380961,1.0,10,"Pizza, Restaurants"
0ExninKCazSHWWU-7QOXow,Taco Bell,2220 Commercial Way,Spring Hill,28.4693,-82.6193,3.5,9,"Tex-Mex, Fast Food, Tacos, Breakfast & Brunch, Mexican, Restaurants"
js0CdwsBr3-ttnFmoLzNYQ,Little Caesars Pizza,1204 County Rd 1,Dunedin,28.0203991615,-82.7644411102,2.5,9,"Restaurants, Pizza"
DA_h6Kz5382NcSm4D6r_lQ,Taco Bell,2031 E Bearss Ave,Tampa,28.0801186242,-82.4355732879,2.0,21,"Tex-Mex, Restaurants, Tacos, Mexican, Breakfast & Brunch, Fast Food"
1OZldaby_NiD387uZy2ExA,Besel Plumbing,7855 62nd Way N,Pinellas Park,27.843336,-82.720836,3.5,7,"Home Services, Plumbing, Water Heater Installation/Repair, Restaurants, Pizza"
l4vVMOJkNSM9MaOBQ2Le5A,Little Caesars Pizza,10683 Big Bend Rd,Riverview,27.7903862,-82.3316879,2.5,16,"Pizza, Restaurants"
jB7MtEbTxx67SeUtJtCqGQ,Fortunato's Italian Pizzeria,212 37th Ave N,St. Petersburg,27.8057009,-82.6353477,4.0,6,"Pizza, Italian, Restaurants"
yyJpxbSLt289OC11gXshOQ,ZZ Pizzas,5915 Memorial Hwy,Tampa,27.9862451827,-82.5700257736,4.0,5,"Chicken Wings, Restaurants, Pizza, Salad"
F3dimcQ49-KpMWNuZCKwqA,Pizza Hut,2421 4th St N,Saint Petersburg,27.7945834,-82.6383807,2.0,12,"Pizza, Chicken Wings, Restaurants, Italian, Fast Food"
PuM8kMXHG9nd9Da_6f2nJw,Papa John's Pizza,"4173 Mariner Blvd, Ste E",Spring Hill,28.4919543,-82.541996,3.0,15,"Restaurants, Pizza"
mIbapanEnNzlvUUkC7Kpaw,Hungry Howie's Pizza & Subs,9109 Ridge Rd,New Port Richey,28.2811491,-82.6642727,2.5,7,"Chicken Wings, Sandwiches, Italian, Restaurants, Pizza"
U1vyrrswiHuJ8XfPyWNdmg,Papa John's Pizza,18378 Us Highway 19 N,Clearwater,27.9394924,-82.7308577,3.5,10,"Restaurants, Pizza"
BM5WrSO2TZfgERh5mofAhg,Little Caesars,8167 State Rd 52,Hudson,28.3316638,-82.679839,3.5,6,"Pizza, Restaurants"
GbK6Cw17C1ua9RZQkLFKzA,Cicis,4743 66th St N,Saint Petersburg,27.815218,-82.727241,2.5,28,"American (Traditional), Pizza, Restaurants"
ak6Jb8YZId0-mdlgIDjRJQ,Johnny's Craft Kitchen & Spirits,36221 E Lake Rd S,Palm Harbor,28.1017171,-82.6925782,3.0,7,"Sports Bars, Chicken Wings, Nightlife, Bars, Cheesesteaks, Pizza, Restaurants"
vbS3WAEzp0yKqJhAig1qow,Little Caesars Pizza,1315 E Fletcher Ave,Tampa,28.0686351,-82.4454751,2.5,10,"Pizza, Restaurants"
qE-57EkoGTX7ppE23oNx4w,Largo Pizza,11411 Starkey Rd,Largo,27.8769079,-82.7618823,3.5,17,"Sandwiches, Pizza, Restaurants"
Wyy8UIqOlvvaHBQxodo1xw,Papa John's Pizza,"13190 US Hwy 301, Space B7A",Riverview,27.792835,-82.332778,3.0,25,"Restaurants, Pizza"
XyDZKDITOvci7oBX7USGCg,Daily News Cafe & Restaurant,401 S Belcher Rd,Clearwater,27.9618776,-82.7454353,4.5,69,"American (New), Food, Pizza, Restaurants, Desserts, Mediterranean"
nDUL9nM3i6UAg1AGNhMpbQ,Amici Italian Eatery,"1901 W Bay Dr, Ste A1",Largo,27.9164121,-82.8070611,4.0,125,"Restaurants, Pizza, Italian"
2jbADqg-NvcVjjdxdEetrg,Taco Bell,1350 W. Brandon Blvd,Brandon,27.9380705,-82.3038722,2.5,13,"Mexican, Fast Food, Restaurants, Tacos, Tex-Mex"
EjtgDTFDBsKma3Pib8xuVA,Domino's Pizza,17804 N Dale Mabry Hwy,Lutz,28.1288583,-82.5032556,3.0,18,"Restaurants, Sandwiches, Pizza, Italian, Chicken Wings"
GufJXz393fnNpQi_ba-YNA,Taco Bell,1495 4th Street South,Saint Petersburg,27.7560537,-82.6387034,1.5,23,"Restaurants, Tacos, Mexican, Fast Food"
k2UjdZliq33S2Bcm5xo-oQ,Taco Bell,22744 State Rd. 54,Lutz,28.1853130334,-82.4395732992,2.0,36,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos, Mexican"
p0UDrPf-H-XNNnGif7l3Ng,Local Pizza,1846 62nd Ave N,St. Petersburg,27.8278588302,-82.6593364,4.0,41,"American (Traditional), Restaurants, Pizza, Mediterranean"
vZPnefNXXooilmzTqnAa-w,Taco Bell,8671 Ulmerton Rd,Largo,27.894597,-82.759124,2.0,16,"Tacos, Tex-Mex, Restaurants, Mexican, Fast Food, Breakfast & Brunch"
j98Yky6Cn3zd-45AEG11Fw,Domino's Pizza,229 Apollo Beach Blvd,Apollo Beach,27.7705441855,-82.3933319414,2.5,13,"Restaurants, Pizza, Sandwiches, Chicken Wings, Italian"
bdXSkYTovwYSv2hpOp5iZQ,Hyde Park Cafe,1806 W Platt St,Tampa,27.9416592,-82.4781736,3.0,124,"Pizza, Restaurants, Nightlife, Lounges, Event Planning & Services, Venues & Event Spaces, Dance Clubs, Bars"
eKtSRYN5w9ujupn9Spx2Cg,Exit 10 Restaurant & Pub,6210 County Rd 579,Seffner,28.0127325599,-82.3039049528,3.0,15,"Pizza, Chicken Wings, Restaurants, American (Traditional)"
7ODfN7fwGLZZeanpWtSFfg,Taco Bell,9442 SR 52,Hudson,28.330076,-82.6582,2.0,15,"Mexican, Tacos, Breakfast & Brunch, Tex-Mex, Fast Food, Restaurants"
LoyKBRN2Sp3J8AuVqD8Kug,Taco Bell,2990 Gulf To Bay Blvd,Clearwater,27.960905782,-82.7130433596,3.5,16,"Restaurants, Mexican, Tacos, Fast Food, Breakfast & Brunch, Tex-Mex"
yzi0wgFNodzH_6xNJ_PUzA,Savory Restaurant,12881 Walsingham Rd,Largo,27.880768,-82.8171435,4.0,124,"Greek, Breakfast & Brunch, American (New), Restaurants, Italian, Pizza"
g95enNq0u7OZC5zpzDHntg,Angie's Pizza,5743 Main St,New Port Richey,28.2502853855,-82.7190295084,3.0,6,"Chicken Wings, Restaurants, Italian, Pizza"
f9GuuUQ6CK8yhjJhsuOqiA,Papa John's Pizza,4231 Gunn Highway,Tampa,28.0436403,-82.5125594,2.0,11,"Pizza, Italian, Restaurants"
NOo-zJdcpnNNCNRxLrpeyg,Ava Pizzeria Neapolitan,1910 N Ola Ave,Tampa,27.9608979388,-82.463841252,3.0,29,"Pizza, Restaurants, Cocktail Bars, Bars, Nightlife, Italian"
t24_JnNptChMXityiA6mgQ,Forest Hills Brick Oven Pizza,905 W Linebaugh Ave,Tampa,28.0401835,-82.468059,4.0,18,"Restaurants, Pizza, Chicken Wings, Italian, Salad"
aFhYm3GjDrqydA8zg_Y2XQ,Granadino's Italian Restaurant,1840 Drew St,Clearwater,27.9683523,-82.7611783,4.0,66,"Italian, Pizza, Seafood, Restaurants"
lL_5hBOAaowzEmLr_er6TA,Gigi's Pizza and Pasta,12505 Spring Hill Dr,Spring Hill,28.4660930172,-82.5143070577,3.5,25,"Sandwiches, Restaurants, Italian, Pizza"
W7bGfl2lph0ZDJZ9u42sTg,Pizza Hut,1955 Alt 19 N,Tarpon Springs,28.1726553778,-82.751812,2.0,21,"Pizza, Restaurants, Sandwiches, Italian, Chicken Wings, Fast Food"
